,0,1,2,3,4,5,6,7,8,9,10,11,subj,g
0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000004,1.0000000000000002,1.0000000000000004,1.0000000000000002,1.0000000000000004,1.0000000000000002,1.0000000000000002,0,0
1,0.0,0.06130881092501967,0.11885885155299952,0.17288056762139137,0.22359027651350108,0.27119103345108164,0.31587344458168826,0.3578164302166146,0.3971879412756183,0.4341456318072733,0.46883749027789756,0.46883749027789756,0,1
2,0.0,0.0,7.21015428293148e-05,0.00013982950646414225,0.00020781756669069665,0.00027578496652948226,0.00034374871755458644,0.0004117077893572574,0.0004796622447037405,0.0005476120801241019,0.0006155572961616764,0.0006155572961616764,0,2
3,0.0,0.0,0.0,2.0546241015721936e-05,5.3119057032330983e-05,9.353683210922905e-05,0.00013901754452047094,0.00018776861671338717,0.00023863157665203103,0.00029085795881177444,0.00034396418197197367,0.00034396418197197367,0,3
4,0.0,0.0,0.0,0.0,1.5433726313456208e-07,4.324769175581873e-07,8.305020119109894e-07,1.3419541590757123e-06,1.960981189238978e-06,2.6820085317576774e-06,3.499752690787788e-06,3.499752690787788e-06,0,4
5,0.0,0.0,0.0,0.0,0.0,5.018005346509233e-09,1.651868634595618e-08,3.510998888941182e-08,6.088881888490166e-08,9.372050939685626e-08,1.3336457370544722e-07,1.3336457370544722e-07,0,5
0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000004,1.0000000000000002,1.0000000000000004,1.0000000000000002,1.0000000000000002,1,0
1,0.0,0.7853309580296332,0.953917202419525,0.9901074499920852,0.9978763757671572,0.9995441236204308,0.9999021374543411,0.9999789919410789,0.9999954902201179,0.9999990318898735,0.9999997921767269,0.9999997921767269,1,1
2,0.0,0.0,0.005350158634162023,0.009048448340805704,0.013228130681367273,0.01723939593934056,0.02128029824249381,0.02529058916122915,0.029288711919177854,0.033269135921127235,0.03723363384764014,0.03723363384764014,1,2
3,0.0,0.0,0.0,4.3431182453730826e-05,9.508944314321514e-05,0.00015490015972987911,0.00021750238374987227,0.0002818689149429773,0.00034699088316383973,0.00041252110247532353,0.00047824055601396735,0.00047824055601396735,1,3
4,0.0,0.0,0.0,0.0,3.543515189290688e-07,9.511882527668412e-07,1.7359705999987782e-06,2.63822937642184e-06,3.614624757917191e-06,4.6351538914567225e-06,5.6818034570349195e-06,5.6818034570349195e-06,1,4
5,0.0,0.0,0.0,0.0,0.0,1.7445445157986702e-10,4.843274869737629e-10,9.00471258132047e-10,1.3858629273945987e-09,1.9157244843289734e-09,2.472718391167661e-09,2.472718391167661e-09,1,5
0,1.0,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999999,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,2,0
1,0.0,0.8418203716463807,0.9749792051739108,0.9960422199732969,0.9993739598262708,0.9999009731979849,0.9999843359772603,0.9999975222707045,0.999999608073701,0.9999999380052438,0.9999999901936927,0.9999999901936927,2,1
2,0.0,0.0,0.0008395109936328601,0.0013914509972812322,0.0020411924656269925,0.002656969090386281,0.003283834765572021,0.003906384981531046,0.004529887179426232,0.005152540642128705,0.005774961398582404,0.005774961398582404,2,2
3,0.0,0.0,0.0,2.7231676796485623e-06,5.863155146844692e-06,9.528327643924122e-06,1.3344501357049177e-05,1.7272761226249688e-05,2.1243751557573953e-05,2.5240262701120876e-05,2.9247909271519728e-05,2.9247909271519728e-05,2,3
4,0.0,0.0,0.0,0.0,6.4898520368467435e-09,2.005380241283673e-08,4.1498799617375586e-08,7.068991543497588e-08,1.0740851516041623e-07,1.5128469513030495e-07,2.0193093151107369e-07,2.0193093151107369e-07,2,4
5,0.0,0.0,0.0,0.0,0.0,7.990084252975553e-10,2.969095010626809e-09,6.968173376576906e-09,1.3067052469394558e-08,2.1409341554731144e-08,3.204050377271082e-08,3.204050377271082e-08,2,5
0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999997,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,1.0,3,0
1,0.0,0.9838575979586738,0.9997394228563361,0.9999957936589842,0.9999999320995522,0.9999999989039235,0.9999999999823064,0.9999999999997143,0.9999999999999952,0.9999999999999996,1.0,1.0,3,1
2,0.0,0.0,0.8641949773066354,0.8784698827247279,0.9817927908922798,0.9852023033381072,0.9975836884043924,0.9981949160899379,0.9996819491017486,0.999779423578401,0.9999584171889274,0.9999584171889274,3,2
3,0.0,0.0,0.0,0.0096862244085471,0.009846261032618943,0.019417076262753755,0.019597485973447352,0.02905239140725463,0.029252628931719357,0.03859307920407329,0.03881263696765237,0.03881263696765237,3,3
4,0.0,0.0,0.0,0.0,4.930519897136833e-07,5.012148174269179e-07,9.939183246102395e-07,1.0032096854947914e-06,1.4948085775264676e-06,1.5052031299140127e-06,1.995701151059757e-06,1.995701151059757e-06,3,4
5,0.0,0.0,0.0,0.0,0.0,1.0233321369797683e-08,1.0403172691012657e-08,2.0629778513819826e-08,2.0823060803637226e-08,3.10267466475774e-08,3.124292603516213e-08,3.124292603516213e-08,3,5
0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999997,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999998,4,0
1,0.0,0.0056705244107420885,0.01130889397439136,0.016915291025793172,0.0224898968658587,0.028032891767427872,0.033544454981099085,0.03902476474102582,0.04447399827068047,0.04989233178858537,0.05527994051401146,0.05527994051401146,4,1
2,0.0,0.0,7.866814222531735e-05,0.0001729754111215744,0.0002703855298428538,0.0003684050721873423,0.00046653810410034777,0.0005646859865800077,0.0006628291013901288,0.0007609635472820282,0.0008590885490674907,0.0008590885490674907,4,2
3,0.0,0.0,0.0,5.762561728029976e-07,1.52912305321475e-06,2.6802824421800445e-06,3.929769059794051e-06,5.2270545092359626e-06,6.547415030761647e-06,7.878887255637851e-06,9.215705079309408e-06,9.215705079309408e-06,4,3
4,0.0,0.0,0.0,0.0,7.3155260877502305e-09,2.3519367816260695e-08,4.72536469377937e-08,7.650222086487428e-08,1.0949456524821661e-07,1.4491793154758845e-07,1.8187574215889094e-07,1.8187574215889094e-07,4,4
5,0.0,0.0,0.0,0.0,0.0,1.4654733998265614e-11,6.159847882667232e-11,1.5554123814785542e-10,3.06985606848721e-10,5.227683530531286e-10,8.070199841222323e-10,8.070199841222323e-10,4,5
0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.9999999999999996,0.9999999999999997,0.9999999999999996,0.9999999999999994,0.9999999999999997,0.9999999999999997,5,0
1,0.0,0.0018562800549053035,0.003709114334168368,0.005558509234113791,0.007404471139192804,0.0092470064220053,0.011086121443321861,0.01292182255210567,0.01475411608553448,0.01658300836902245,0.018408505716242016,0.018408505716242016,5,1
2,0.0,0.0,2.593138050886917e-06,5.182198018755074e-06,7.771257675631101e-06,1.0360310619206287e-05,1.2949356859549992e-05,1.5538396396663787e-05,1.812742923056505e-05,2.071645536127115e-05,2.330547478879943e-05,2.330547478879943e-05,5,2
3,0.0,0.0,0.0,7.696118041728853e-09,2.276494123747808e-08,4.490864412874827e-08,7.384141253980612e-08,1.0928897871736273e-07,1.509881548423426e-07,1.9868638542010627e-07,2.521413177532655e-07,2.521413177532655e-07,5,3
4,0.0,0.0,0.0,0.0,1.212801676822484e-13,3.58819911969658e-13,7.082824855618364e-13,1.1654914091538962e-12,1.7264260560157381e-12,2.3872158317666424e-12,3.1441345758306356e-12,3.1441345758306356e-12,5,4
5,0.0,0.0,0.0,0.0,0.0,2.6012743521773006e-16,9.962207322368298e-16,2.3870037503820706e-15,4.57921211076764e-15,7.692049480113369e-15,1.1821057134212266e-14,1.1821057134212266e-14,5,5
